period_type,period,period_label,n_students,series_id,series_label,series_group,score,mean_difficulty,terms
month,1,Month 1,34,three_leg_adjusted,V/BK/M,vbm,0.5337868332862854,6.322890715362423,V+B+M
month,2,Month 2,31,three_leg_adjusted,V/BK/M,vbm,0.5283467769622803,6.314537586304775,V+B+M
month,3,Month 3,28,three_leg_adjusted,V/BK/M,vbm,0.5770475268363953,8.372046991087261,V+B+M
month,4,Month 4,27,three_leg_adjusted,V/BK/M,vbm,0.708251953125,8.737626470612335,V+B+M
month,5,Month 5,27,three_leg_adjusted,V/BK/M,vbm,0.6631554961204529,7.231813578642418,V+B+M
month,6,Month 6,27,three_leg_adjusted,V/BK/M,vbm,0.6336682438850403,5.001424501424502,V+B+M
month,7,Month 7,23,three_leg_adjusted,V/BK/M,vbm,0.4946495890617371,5.0,V+B+M
month,8,Month 8,27,three_leg_adjusted,V/BK/M,vbm,0.7223019003868103,9.943165326439576,V+B+M
month,1,Month 1,34,vocab_adjusted,Vocab,vbm,0.529776930809021,2.245934136213005,V
month,2,Month 2,31,vocab_adjusted,Vocab,vbm,0.5212496519088745,2.172179626176806,V
month,3,Month 3,28,vocab_adjusted,Vocab,vbm,0.5842462778091431,3.491480062212489,V
month,4,Month 4,27,vocab_adjusted,Vocab,vbm,0.7156951427459717,3.683331947581784,V
month,5,Month 5,27,vocab_adjusted,Vocab,vbm,0.6645932197570801,2.858132519543918,V
month,6,Month 6,27,vocab_adjusted,Vocab,vbm,0.6367359161376953,2.0,V
month,7,Month 7,23,vocab_adjusted,Vocab,vbm,0.4977309107780457,2.0,V
month,8,Month 8,27,vocab_adjusted,Vocab,vbm,0.71346116065979,3.669862957452946,V
week,1,Week 1,29,genre_adjusted,Genre-adjusted,controls,0.5299372443468752,0.7689077409831584,V+B+M+literary+fiction
week,2,Week 2,30,genre_adjusted,Genre-adjusted,controls,0.4898361465232297,0.9190415374323421,V+B+M+literary+fiction
week,3,Week 3,28,genre_adjusted,Genre-adjusted,controls,0.5107365256615576,0.9285714285714286,V+B+M+literary+fiction
week,4,Week 4,27,genre_adjusted,Genre-adjusted,controls,0.5661346147695951,0.9259259259259259,V+B+M+literary+fiction
week,5,Week 5,30,genre_adjusted,Genre-adjusted,controls,0.576665498400423,0.9666666666666667,V+B+M+literary+fiction
week,6,Week 6,24,genre_adjusted,Genre-adjusted,controls,0.4837096977495272,0.9583333333333334,V+B+M+literary+fiction
week,7,Week 7,29,genre_adjusted,Genre-adjusted,controls,0.48563863959986553,0.8709713770565698,V+B+M+literary+fiction
week,8,Week 8,28,genre_adjusted,Genre-adjusted,controls,0.5552337898970684,0.39377016832373973,V+B+M+literary+fiction
week,9,Week 9,27,genre_adjusted,Genre-adjusted,controls,0.4910559518026443,1.0,V+B+M+literary+fiction
week,10,Week 10,25,genre_adjusted,Genre-adjusted,controls,0.664413641343771,1.0,V+B+M+literary+fiction
week,11,Week 11,28,genre_adjusted,Genre-adjusted,controls,0.7197169192963423,0.9821428571428571,V+B+M+literary+fiction
week,12,Week 12,17,genre_adjusted,Genre-adjusted,controls,0.6910151132408509,0.2038638985005767,V+B+M+literary+fiction
week,1,Week 1,29,czi_adjusted,CZI,external,0.5540936806860899,-1.671917307401588,czi_score
week,2,Week 2,30,czi_adjusted,CZI,external,0.5182248455470405,-2.005836422337954,czi_score
week,3,Week 3,28,czi_adjusted,CZI,external,0.5346248289444502,-1.990968330212954,czi_score
week,4,Week 4,27,czi_adjusted,CZI,external,0.5892702207918126,-1.785061732221041,czi_score
week,5,Week 5,30,czi_adjusted,CZI,external,0.5660720853923242,-0.9923360162949864,czi_score
week,6,Week 6,24,czi_adjusted,CZI,external,0.5059404846129244,-2.080579983808106,czi_score
week,7,Week 7,29,czi_adjusted,CZI,external,0.512645782254133,-1.986182886375249,czi_score
week,8,Week 8,28,czi_adjusted,CZI,external,0.6016605253503479,-1.314678823600935,czi_score
week,9,Week 9,27,czi_adjusted,CZI,external,0.5163034666666481,-2.204042868874985,czi_score
week,10,Week 10,25,czi_adjusted,CZI,external,0.6597762702191942,-2.02967424114562,czi_score
week,11,Week 11,28,czi_adjusted,CZI,external,0.5473799321208466,-1.022919696704048,czi_score
week,12,Week 12,17,czi_adjusted,CZI,external,0.6389600454833608,-0.4954692972398644,czi_score
week,1,Week 1,29,textstat_adjusted,Textstat,external,0.5557465497836221,-0.7857825434631721,textstat_complexity_z
week,2,Week 2,30,textstat_adjusted,Textstat,external,0.5257605619412715,-1.0062447957073606,textstat_complexity_z
week,3,Week 3,28,textstat_adjusted,Textstat,external,0.5414577121659079,-1.0448338419147116,textstat_complexity_z
week,4,Week 4,27,textstat_adjusted,Textstat,external,0.5918672757567789,-0.9756674609364452,textstat_complexity_z
week,5,Week 5,30,textstat_adjusted,Textstat,external,0.5514671312760289,-0.8075720373393268,textstat_complexity_z
week,6,Week 6,24,textstat_adjusted,Textstat,external,0.5147228430900775,-1.0632958990492687,textstat_complexity_z
week,7,Week 7,29,textstat_adjusted,Textstat,external,0.518901963723835,-1.0957332519642795,textstat_complexity_z
week,8,Week 8,28,textstat_adjusted,Textstat,external,0.5915653729376523,-1.1487447676929026,textstat_complexity_z
week,9,Week 9,27,textstat_adjusted,Textstat,external,0.527324127658487,-1.1378732369904148,textstat_complexity_z
week,10,Week 10,25,textstat_adjusted,Textstat,external,0.6671748189305634,-1.0831504829186809,textstat_complexity_z
week,11,Week 11,28,textstat_adjusted,Textstat,external,0.5339789310147817,-0.754739110582706,textstat_complexity_z
week,12,Week 12,17,textstat_adjusted,Textstat,external,0.6204816365320629,0.0562543931040103,textstat_complexity_z
week,1,Week 1,29,unadjusted,Unadjusted,observed,0.5544109344482422,,observed
week,2,Week 2,30,unadjusted,Unadjusted,observed,0.5264330506324768,,observed
week,3,Week 3,28,unadjusted,Unadjusted,observed,0.5424816608428955,,observed
week,4,Week 4,27,unadjusted,Unadjusted,observed,0.5922611951828003,,observed
week,5,Week 5,30,unadjusted,Unadjusted,observed,0.5503299832344055,,observed
week,6,Week 6,24,unadjusted,Unadjusted,observed,0.5159149169921875,,observed
week,7,Week 7,29,unadjusted,Unadjusted,observed,0.5203894972801208,,observed
week,8,Week 8,28,unadjusted,Unadjusted,observed,0.5935357809066772,,observed
week,9,Week 9,27,unadjusted,Unadjusted,observed,0.5291954874992371,,observed
week,10,Week 10,25,unadjusted,Unadjusted,observed,0.6685477495193481,,observed
week,11,Week 11,28,unadjusted,Unadjusted,observed,0.5323605537414551,,observed
week,12,Week 12,17,unadjusted,Unadjusted,observed,0.6114763617515564,,observed
week,1,Week 1,29,bk_adjusted,BK,vbm,0.550606906414032,0.3362935609390554,B
week,2,Week 2,30,bk_adjusted,BK,vbm,0.5156424045562744,0.1264376938514869,B
