series_id,param,param_label,coef,se,pvalue,xbar
pooled_adjusted,avg_d,Pooled difficulty D (V+BK+M),-.2303808526322358,.0768387647887648,.00641682784338,5.463347662630125
three_leg_adjusted,avg_v,V (vocabulary),-.3929824539148806,.2864972272490428,.1833967793255299,2.178451899277352
three_leg_adjusted,avg_b,BK (background knowledge),-.0398803398609983,.4601019605919422,.9316783062793853,.2722039097518276
three_leg_adjusted,avg_m,M (meaning),-.255869816099459,.2798042943466791,.3699630588012555,3.012691853600944
vocab_adjusted,avg_v,V (vocabulary),-.4147758331306712,.1219848663670392,.0024571908536865,2.178451899277352
bk_adjusted,avg_b,BK (background knowledge),-.4507171789574892,.2089315459047777,.041673381545457,.2722039097518276
meaning_adjusted,avg_m,M (meaning),-.2797980200160604,.1418701332865626,.0607268501066804,3.012691853600944
genre_adjusted,avg_v,V (vocabulary),-.6947494123765785,.1427829425881173,.0000650861561268,2.178451899277352
genre_adjusted,avg_b,BK (background knowledge),-.5631035290253393,.7687637684957483,.4712753300510933,.2722039097518276
genre_adjusted,avg_m,M (meaning),.0580640973991317,.4311991427377152,.8940543209853027,3.012691853600944
genre_adjusted,share_literary,Literary share,-1.613153083020101,1.152963268126355,.175113995747815,.8121686784689092
genre_adjusted,share_fiction,Fiction share,0,0,,.8121686784689092
textstat_adjusted,avg_textstat,Textstat readability (z),-.1441447251841997,.1206855569374634,.2445009177017726,-1.386656434837969
lexile_adjusted,avg_lexile,Published Lexile (z),0,0,,-1.150741946428571
atos_adjusted,avg_atos,Published ATOS (z),0,0,,-1.140109875
lc_sentstr_adjusted,avg_lc_sentstr,LC Sentence Structure band (z),0,0,,.4131514939684607
lc_vocab_adjusted,avg_lc_vocab,LC Vocabulary band (z),.0747804638394808,.0476907827475165,.1305311001466833,-.5005929847927146
