series_id,param,param_label,coef,se,pvalue,xbar
pooled_adjusted,avg_d,Pooled difficulty D (V+BK+M),-.012520948720688,.0073244428575067,.099749387269001,8.454865711585075
three_leg_adjusted,avg_v,V (vocabulary),-.017636789040797,.0359219072580931,.6277259095841321,3.226046731046731
three_leg_adjusted,avg_b,BK (background knowledge),-.0483708115884839,.0248379642538846,.0627952118061672,1.473164359197447
three_leg_adjusted,avg_m,M (meaning),.0522345954971265,.0383189736022374,.1849865255910408,3.755654622448815
vocab_adjusted,avg_v,V (vocabulary),-.0143970554206722,.0169885451157413,.4047810978398689,3.226046731046731
bk_adjusted,avg_b,BK (background knowledge),-.056615284233599,.0185378565176451,.0053010169218356,1.473164359197447
meaning_adjusted,avg_m,M (meaning),.0379774996002356,.0221776388585135,.0991972711424543,3.755654622448815
genre_adjusted,avg_v,V (vocabulary),-.0560248883174042,.0350529668609492,.1225417463302078,3.226046731046731
genre_adjusted,avg_b,BK (background knowledge),-.0766073580483096,.02703687567235,.0089755592592803,1.473164359197447
genre_adjusted,avg_m,M (meaning),.0648213818206975,.0365633371165487,.0884395425642499,3.755654622448815
genre_adjusted,share_literary,Literary share,-.0768381604361859,.06857991533051,.2731840994911883,.6180583679841625
genre_adjusted,share_fiction,Fiction share,-.138863316645932,.1081231171415516,.2108089323471685,.3543803605768416
textstat_adjusted,avg_textstat,Textstat readability (z),-.0247329685673341,.0188123062105706,.2005368009499218,-.8576394701587734
lexile_adjusted,avg_lexile,Published Lexile (z),.0344782509705952,.032936142166612,.3051981246439869,-.9275059994296108
atos_adjusted,avg_atos,Published ATOS (z),.0307524000959907,.0255813261376089,.2405718109053091,-.9408368319177692
lc_sentstr_adjusted,avg_lc_sentstr,LC Sentence Structure band (z),.1067790042666634,.0328207521261049,.0032591585919839,.088793609486862
lc_vocab_adjusted,avg_lc_vocab,LC Vocabulary band (z),.0226011777646455,.0414810911873469,.5906811658896269,.1040243036475453
