series_id,param,param_label,coef,se,pvalue,xbar
pooled_adjusted,avg_d,Pooled difficulty D (V+BK+M),-.0117747266278571,.0028650046664783,.0000513587486335,7.866742223576313
three_leg_adjusted,avg_v,V (vocabulary),.0675768524595192,.0110620334305013,3.16243333755e-09,2.961325105012813
three_leg_adjusted,avg_b,BK (background knowledge),-.0608138000149493,.0048588344892695,4.06291158397e-29,1.372574180750955
three_leg_adjusted,avg_m,M (meaning),-.0391185159921839,.0130007630838551,.0028478001740445,3.532842937678923
vocab_adjusted,avg_v,V (vocabulary),.0262907853046613,.0073509559430509,.0004067883035535,2.961325105012813
bk_adjusted,avg_b,BK (background knowledge),-.0475459273984132,.0047783962288186,2.65690985069e-20,1.372574180750955
meaning_adjusted,avg_m,M (meaning),.0315575804833152,.0089599000746814,.0004959374688418,3.532842937678923
genre_adjusted,avg_v,V (vocabulary),.0227288812052182,.0145610165567669,.1196098868192979,2.961325105012813
genre_adjusted,avg_b,BK (background knowledge),-.0708744683462295,.0056751958146095,5.10091126291e-29,1.372574180750955
genre_adjusted,avg_m,M (meaning),-.01341009985361,.0132075552022983,.310777927840786,3.532842937678923
genre_adjusted,share_literary,Literary share,-.0120698662898839,.0225648620987635,.5931243543869913,.6246753586745022
genre_adjusted,share_fiction,Fiction share,-.1112052543760231,.0290665873515577,.0001590688404751,.3527847409532511
textstat_adjusted,avg_textstat,Textstat readability (z),-.0072869821340619,.0074560310019278,.3292079451234793,-.898582638171384
czi_adjusted,avg_czi,Claude Lexile estimate (z),.0063545267593998,.0077124771482002,.4106460321273575,-.8057169073137473
lexile_adjusted,avg_lexile,Published Lexile (z),.0165581903999114,.011203907433924,.1406236073392466,-.6611360317305331
atos_adjusted,avg_atos,Published ATOS (z),-.0078016549063451,.0178437063200074,.6623177669372302,-.715904121958667
lc_sentstr_adjusted,avg_lc_sentstr,LC Sentence Structure band (z),.0900672079824643,.0082230455272977,1.18602053470e-23,.1239343159866719
lc_vocab_adjusted,avg_lc_vocab,LC Vocabulary band (z),.1001097524265567,.0115863901766118,3.60790630527e-16,.1590136400529057
