series_id,param,param_label,coef,se,pvalue,xbar
pooled_adjusted,avg_d,Pooled difficulty D (V+BK+M),.0246618510743726,.018356539471859,.1922191035591912,6.274172156998247
three_leg_adjusted,avg_v,V (vocabulary),.2392259921944554,.2005581027113167,.245107627317333,2.421038053544224
three_leg_adjusted,avg_b,BK (background knowledge),-.0523386071007826,.1614576148725916,.7487441064797964,.6584951782056807
three_leg_adjusted,avg_m,M (meaning),-.166573815862616,.0850364915334323,.062363275584716,3.194638925248344
vocab_adjusted,avg_v,V (vocabulary),.0759943544707721,.047848060872412,.1258847876627427,2.421038053544224
bk_adjusted,avg_b,BK (background knowledge),.0714743773654976,.0427340734357463,.1079683115634783,.6584951782056807
meaning_adjusted,avg_m,M (meaning),.0338801557895368,.0523629623524614,.524021189678916,3.194638925248344
genre_adjusted,avg_v,V (vocabulary),.354864796486872,.1952025937038546,.0821246752074712,2.421038053544224
genre_adjusted,avg_b,BK (background knowledge),-.0866579637254761,.1794829969445097,.6337874541432182,.6584951782056807
genre_adjusted,avg_m,M (meaning),-.3418729820030547,.1338719483877783,.0177509464956727,3.194638925248344
genre_adjusted,share_literary,Literary share,.4222981109059465,.3065798112084147,.1816311173189126,.7238156290430772
genre_adjusted,share_fiction,Fiction share,-.2971628012036537,.2748161908707415,.2907649579104856,.6701314182657945
textstat_adjusted,avg_textstat,Textstat readability (z),.0998955017669715,.0330057917530197,.0060029205175237,-1.129827481091354
lexile_adjusted,avg_lexile,Published Lexile (z),.1481136243231058,.0457510003620559,.0036382060618165,-.9074713516569202
atos_adjusted,avg_atos,Published ATOS (z),.1573907156099271,.0522471652890831,.0062064982451257,-.8995790074074074
lc_sentstr_adjusted,avg_lc_sentstr,LC Sentence Structure band (z),.0793729497748269,.1514684586713427,.6052761767360573,.3793913130863465
lc_vocab_adjusted,avg_lc_vocab,LC Vocabulary band (z),.0740779651577494,.053623704511478,.1804174628081285,-.1027093299816061
