period_type,period,period_label,n_students,series_id,series_label,series_group,score,mean_difficulty,terms
week,1,Week 1,18,genre_adjusted,Genre-adjusted,controls,.4386065006256104,.6856304407119751,V+B+M+literary+fiction
week,2,Week 2,16,genre_adjusted,Genre-adjusted,controls,.3616554737091064,.9359375238418579,V+B+M+literary+fiction
week,3,Week 3,5,genre_adjusted,Genre-adjusted,controls,.3856928050518036,1,V+B+M+literary+fiction
week,4,Week 4,9,genre_adjusted,Genre-adjusted,controls,.3651625514030457,1,V+B+M+literary+fiction
week,5,Week 5,2,genre_adjusted,Genre-adjusted,controls,.3538306355476379,1,V+B+M+literary+fiction
week,6,Week 6,1,genre_adjusted,Genre-adjusted,controls,.5697721242904663,1,V+B+M+literary+fiction
week,11,Week 11,2,genre_adjusted,Genre-adjusted,controls,.6859614849090576,.0833333358168602,V+B+M+literary+fiction
week,12,Week 12,4,genre_adjusted,Genre-adjusted,controls,.4004231989383698,1,V+B+M+literary+fiction
week,13,Week 13,14,genre_adjusted,Genre-adjusted,controls,.4387660026550293,.9285714030265808,V+B+M+literary+fiction
week,14,Week 14,4,genre_adjusted,Genre-adjusted,controls,.4954255223274231,.5,V+B+M+literary+fiction
week,16,Week 16,15,genre_adjusted,Genre-adjusted,controls,.4882268011569977,.7400540113449097,V+B+M+literary+fiction
week,17,Week 17,12,genre_adjusted,Genre-adjusted,controls,.4666219055652618,.9166666865348816,V+B+M+literary+fiction
week,18,Week 18,3,genre_adjusted,Genre-adjusted,controls,.5200660228729248,1,V+B+M+literary+fiction
week,24,Week 24,8,genre_adjusted,Genre-adjusted,controls,.7623316645622253,1,V+B+M+literary+fiction
week,25,Week 25,14,genre_adjusted,Genre-adjusted,controls,.630866527557373,.3831774294376373,V+B+M+literary+fiction
week,26,Week 26,9,genre_adjusted,Genre-adjusted,controls,.6015312075614929,.1446886509656906,V+B+M+literary+fiction
week,27,Week 27,3,genre_adjusted,Genre-adjusted,controls,.5197721123695374,1,V+B+M+literary+fiction
week,28,Week 28,2,genre_adjusted,Genre-adjusted,controls,.7364388108253479,1,V+B+M+literary+fiction
week,30,Week 30,3,genre_adjusted,Genre-adjusted,controls,.7531054615974426,1,V+B+M+literary+fiction
week,34,Week 34,2,genre_adjusted,Genre-adjusted,controls,.6930035948753357,0,V+B+M+literary+fiction
week,35,Week 35,12,genre_adjusted,Genre-adjusted,controls,.671068012714386,0,V+B+M+literary+fiction
week,36,Week 36,3,genre_adjusted,Genre-adjusted,controls,.6617926955223083,0,V+B+M+literary+fiction
week,37,Week 37,2,genre_adjusted,Genre-adjusted,controls,.3805224895477295,0,V+B+M+literary+fiction
week,38,Week 38,17,genre_adjusted,Genre-adjusted,controls,.579183042049408,0,V+B+M+literary+fiction
week,1,Week 1,17,atos_adjusted,ATOS (published),external,.5173660555109675,-1.529691470588236,atos_published_z
week,2,Week 2,15,atos_adjusted,ATOS (published),external,.4530547230201635,-1.545767,atos_published_z
week,3,Week 3,5,atos_adjusted,ATOS (published),external,.4688737606537969,-1.5184386,atos_published_z
week,4,Week 4,9,atos_adjusted,ATOS (published),external,.4460862266114361,-1.545767,atos_published_z
week,5,Week 5,2,atos_adjusted,ATOS (published),external,.37276972619272,-1.545767,atos_published_z
week,6,Week 6,1,atos_adjusted,ATOS (published),external,.5977342985702017,-1.409125,atos_published_z
week,11,Week 11,2,atos_adjusted,ATOS (published),external,.6746425056987644,.6063508,atos_published_z
week,12,Week 12,4,atos_adjusted,ATOS (published),external,.4091820998431648,-.794234,atos_published_z
week,13,Week 13,14,atos_adjusted,ATOS (published),external,.4507841471537103,-.6771119285714285,atos_published_z
week,14,Week 14,2,atos_adjusted,ATOS (published),external,.5073963871540035,-.794234,atos_published_z
