series_id,param,param_label,coef,se,pvalue,xbar
pooled_adjusted,avg_d,Pooled difficulty D (V+BK+M),.0796825732062714,.0315813282637338,.0183640684952972,6.130510613884108
three_leg_adjusted,avg_v,V (vocabulary),.3658605722468816,.1398832097945091,.014889776841205,2.408132530120482
three_leg_adjusted,avg_b,BK (background knowledge),.0922815333054335,.0763713687107326,.2382276604673202,.5644535283993115
three_leg_adjusted,avg_m,M (meaning),-.4307007208673203,.096705316884423,.0001535346906462,3.157924555364314
vocab_adjusted,avg_v,V (vocabulary),.3025401925300339,.0885024425874915,.0021649996479451,2.408132530120482
bk_adjusted,avg_b,BK (background knowledge),.2053436801660532,.055090124260321,.0009942509723645,.5644535283993115
meaning_adjusted,avg_m,M (meaning),-.1270611313392095,.1967981354313398,.5243935452002972,3.157924555364314
genre_adjusted,avg_v,V (vocabulary),6.513861917546329,.682158705652307,8.07187568271e-10,2.408132530120482
genre_adjusted,avg_b,BK (background knowledge),-11.50788214074615,1.147465414447865,3.02454696253e-10,.5644535283993115
genre_adjusted,avg_m,M (meaning),2.551970238524508,.4228484129518234,2.64067300493e-06,3.157924555364314
genre_adjusted,share_literary,Literary share,-6.345733602550806,.6861608672755296,1.51541866211e-09,.8649598395968058
genre_adjusted,share_fiction,Fiction share,-6.268138196086112,.5869502467080082,8.37588691310e-11,.5617469879518072
textstat_adjusted,avg_textstat,Textstat readability (z),.0979982957717757,.0462866608985417,.0443659132378619,-1.456552798550336
lexile_adjusted,avg_lexile,Published Lexile (z),.0801170211199067,.051057825260579,.1291863889968437,-1.093988384410393
atos_adjusted,avg_atos,Published ATOS (z),.0821538955341831,.0521087244992912,.1274620464864017,-1.097899006747638
lc_sentstr_adjusted,avg_lc_sentstr,LC Sentence Structure band (z),0,0,,.4170288281141502
lc_vocab_adjusted,avg_lc_vocab,LC Vocabulary band (z),-.0328070712746609,.1734747905752283,.8515279018120366,-.4915929445436011
